id,bundeslandCode,bundeslandName,schoolYear,category,type,name_de,name_en,startDate,endDate,dateSemantics,sourceName,sourceUrl,lastCheckedAt,status,includeInDefaultCalendar,notes
sh-ascension-2028-05-26,SH,Schleswig-Holstein,2027/28,state_school_free_day,ascension,Himmelfahrt,Ascension holiday,2028-05-26,2028-05-26,inclusive_end_date,"Ministerium für Allgemeine und Berufliche Bildung, Wissenschaft, Forschung und Kultur Schleswig-Holstein",https://www.schleswig-holstein.de/DE/landesregierung/themen/bildung-hochschulen/ferientermine,2026-05-24,verified,True,Official state-level Himmelfahrt holiday listed in the official table.
sh-summer-2028-29,SH,Schleswig-Holstein,2028/29,school_holiday,summer,Sommerferien,Summer holidays,2028-06-24,2028-08-04,inclusive_end_date,"Ministerium für Allgemeine und Berufliche Bildung, Wissenschaft, Forschung und Kultur Schleswig-Holstein",https://www.schleswig-holstein.de/DE/landesregierung/themen/bildung-hochschulen/ferientermine,2026-05-24,verified,True,
sh-autumn-2028-29,SH,Schleswig-Holstein,2028/29,school_holiday,autumn,Herbstferien,Autumn holidays,2028-10-16,2028-10-30,inclusive_end_date,"Ministerium für Allgemeine und Berufliche Bildung, Wissenschaft, Forschung und Kultur Schleswig-Holstein",https://www.schleswig-holstein.de/DE/landesregierung/themen/bildung-hochschulen/ferientermine,2026-05-24,verified,True,
sh-christmas-2028-29,SH,Schleswig-Holstein,2028/29,school_holiday,christmas,Weihnachtsferien,Christmas holidays,2028-12-21,2029-01-05,inclusive_end_date,"Ministerium für Allgemeine und Berufliche Bildung, Wissenschaft, Forschung und Kultur Schleswig-Holstein",https://www.schleswig-holstein.de/DE/landesregierung/themen/bildung-hochschulen/ferientermine,2026-05-24,verified,True,
sh-easter-2028-29,SH,Schleswig-Holstein,2028/29,school_holiday,easter,Frühjahr/Ostern,Spring/Easter holidays,2029-03-23,2029-04-06,inclusive_end_date,"Ministerium für Allgemeine und Berufliche Bildung, Wissenschaft, Forschung und Kultur Schleswig-Holstein",https://www.schleswig-holstein.de/DE/landesregierung/themen/bildung-hochschulen/ferientermine,2026-05-24,verified,True,
sh-ascension-2029-05-11,SH,Schleswig-Holstein,2028/29,state_school_free_day,ascension,Himmelfahrt,Ascension holiday,2029-05-11,2029-05-11,inclusive_end_date,"Ministerium für Allgemeine und Berufliche Bildung, Wissenschaft, Forschung und Kultur Schleswig-Holstein",https://www.schleswig-holstein.de/DE/landesregierung/themen/bildung-hochschulen/ferientermine,2026-05-24,verified,True,Official state-level Himmelfahrt holiday listed in the official table.
sh-summer-2029-30,SH,Schleswig-Holstein,2029/30,school_holiday,summer,Sommerferien,Summer holidays,2029-06-23,2029-08-03,inclusive_end_date,"Ministerium für Allgemeine und Berufliche Bildung, Wissenschaft, Forschung und Kultur Schleswig-Holstein",https://www.schleswig-holstein.de/DE/landesregierung/themen/bildung-hochschulen/ferientermine,2026-05-24,verified,True,
sh-autumn-2029-30,SH,Schleswig-Holstein,2029/30,school_holiday,autumn,Herbstferien,Autumn holidays,2029-10-08,2029-10-19,inclusive_end_date,"Ministerium für Allgemeine und Berufliche Bildung, Wissenschaft, Forschung und Kultur Schleswig-Holstein",https://www.schleswig-holstein.de/DE/landesregierung/themen/bildung-hochschulen/ferientermine,2026-05-24,verified,True,
sh-christmas-2029-30,SH,Schleswig-Holstein,2029/30,school_holiday,christmas,Weihnachtsferien,Christmas holidays,2029-12-21,2030-01-08,inclusive_end_date,"Ministerium für Allgemeine und Berufliche Bildung, Wissenschaft, Forschung und Kultur Schleswig-Holstein",https://www.schleswig-holstein.de/DE/landesregierung/themen/bildung-hochschulen/ferientermine,2026-05-24,verified,True,
sh-easter-2029-30,SH,Schleswig-Holstein,2029/30,school_holiday,easter,Frühjahr/Ostern,Spring/Easter holidays,2030-04-08,2030-04-20,inclusive_end_date,"Ministerium für Allgemeine und Berufliche Bildung, Wissenschaft, Forschung und Kultur Schleswig-Holstein",https://www.schleswig-holstein.de/DE/landesregierung/themen/bildung-hochschulen/ferientermine,2026-05-24,verified,True,
sh-ascension-2030-05-31,SH,Schleswig-Holstein,2029/30,state_school_free_day,ascension,Himmelfahrt,Ascension holiday,2030-05-31,2030-05-31,inclusive_end_date,"Ministerium für Allgemeine und Berufliche Bildung, Wissenschaft, Forschung und Kultur Schleswig-Holstein",https://www.schleswig-holstein.de/DE/landesregierung/themen/bildung-hochschulen/ferientermine,2026-05-24,verified,True,Official state-level Himmelfahrt holiday listed in the official table.
